cell_id,Pseudotime
E801_438,0.0
E1_769,0.017031319701782375
E1795_733,0.03892270181217876
E645_767,0.016120319511963483
E487_58,0.024185617031774454
E284_5,0.015423990928161825
E1797_596,0.03846369287663093
E1058_571,0.016662487925685535
E426_671,0.03875574802760546
E1421_298,0.013459783445244589
E1342_303,0.01684732323304494
E1838_217,0.021376469037531223
E1205_441,0.007816636008726962
E243_17,0.021621041509408807
E1297_71,0.025090646308190707
E955_615,0.0159671720469102
E1249_687,0.0160323600352969
E911_206,0.023354845313080113
E356_143,0.027108242181649197
E585_315,0.013929853915245302
E1875_274,0.02752752285230019
E1395_781,0.039139432765012895
E64_718,0.016661447047804694
E1582_573,0.038788414205686746
E395_752,0.038443530278196136
E700_361,0.005021474289045084
E709_134,0.027793227075827896
E1343_759,0.03894420607767557
E84_794,0.03838583126733686
E1434_21,0.020086271933721374
E1329_321,0.0167787606048777
E322_105,0.025357433735630524
E140_372,0.0386795240433862
E106_563,0.038463773044877164
E1606_316,0.026449345167819847
E1508_539,0.014933810765130374
E1102_404,0.0387783173518905
E905_125,0.026098085001180847
E1196_515,0.016164175307909995
E552_450,0.013336613149220673
E1698_699,0.01603026068150404
E1401_220,0.03345326177191747
E1097_282,0.03568509385920641
E1538_410,0.032884594087950705
E676_765,0.016463834642681044
E414_718,0.039098553112547396
E92_524,0.03872467058374671
E1416_382,0.038816646838731386
E1179_586,0.015977417563181686
E1597_383,0.03848035385743389
E1680_760,0.015110949964186871
E670_789,0.03899439611514568
E1748_438,0.00597897093784343
E831_421,0.00014547207616885245
E125_263,0.027783356752556207
E1830_130,0.027973808473099868
E960_401,0.038383458539519716
E722_718,0.03385143265946249
E30_71,0.02169038332483286
E1561_285,0.03731346096379424
E242_213,0.026622728355827574
E496_41,0.021224313143412693
E1647_587,0.03857130589457675
E566_374,0.038944264330014196
E1673_380,0.0175863309411253
E1846_453,0.015540380415820367
E717_283,0.0375658099174577
E410_465,0.03862832610153895
E396_717,0.03870788100659672
E1225_707,0.016521230420772626
E593_600,0.015727815648015515
E1514_727,0.016494052254866838
E1287_584,0.038733780631592205
E1193_657,0.01617622959125244
E1978_106,0.028678429212136147
E1694_570,0.038390704276583504
E1534_250,0.0390623975585575
